Age,Monthly_Salary,Years_at_Company,Work_Life_Balance,Job_Involvement,Overtime,Hours_Worked_Per_Week,Distance_from_Home,Attrition
56,174995,12,4,3,1,69,52,1
51,134509,19,3,3,0,49,13,0
58,119205,19,4,2,0,79,34,1
46,149785,11,3,3,0,78,36,0
21,157948,16,4,3,1,36,3,0
31,38172,20,4,3,0,77,45,0
22,51664,39,2,3,0,42,42,0
42,128808,23,4,3,0,76,32,0
56,87235,29,3,3,0,43,53,0
25,75830,22,3,1,0,56,38,0
32,25749,22,4,4,0,74,6,0
36,121297,16,2,4,0,43,22,0
28,30734,1,4,1,0,79,35,1
37,152666,23,2,3,0,69,58,1
53,166310,32,2,3,1,30,41,1
35,65819,14,4,3,0,72,10,0
31,48248,31,3,3,0,30,19,0
55,191748,33,4,4,1,44,8,0
42,22902,21,2,4,1,68,27,1
33,67434,30,4,1,0,64,2,0
35,134103,14,2,2,1,37,51,1
18,158477,19,4,2,0,76,8,0
57,59815,22,2,2,1,61,30,1
18,169795,30,3,3,0,44,56,0
18,24521,1,3,2,0,67,31,1
38,128838,12,4,3,1,48,20,0
42,123232,31,4,3,0,51,14,0
44,105547,15,2,2,0,74,27,1
27,160108,14,3,3,0,36,54,0
29,134349,24,3,3,0,35,33,0
45,160324,11,4,4,0,62,57,0
49,74797,27,2,2,0,63,33,1
50,71833,11,4,3,1,49,15,0
25,193452,20,4,4,0,74,53,0
59,78093,11,2,2,1,58,51,1
43,116651,15,2,2,0,54,49,1
59,99414,9,4,2,0,77,25,0
58,161211,9,4,3,0,79,29,0
19,90126,1,2,4,0,39,21,0
52,121778,26,3,1,0,43,13,0
51,22973,29,3,2,0,68,52,1
23,144249,32,1,2,0,50,55,1
48,102958,15,3,2,0,48,45,0
40,131645,9,4,4,1,58,48,0
29,166460,14,4,4,0,69,49,0
45,34495,25,3,3,1,72,25,0
32,198845,14,3,4,0,76,37,0
36,139410,5,4,2,0,32,40,0
29,180015,16,3,3,0,35,41,0
19,137585,0,1,2,0,66,59,1
28,173775,22,4,2,0,48,32,0
61,56070,33,3,3,0,77,22,0
54,53563,34,3,4,0,70,46,0
55,39193,24,3,3,1,47,28,0
42,167922,0,2,3,0,49,30,0
60,32727,24,3,3,0,77,41,0
38,144234,37,2,4,0,75,49,1
59,134960,15,1,4,0,51,43,0
53,75460,11,3,3,0,35,39,0
26,35218,9,3,4,0,53,22,0
29,48444,26,3,2,0,57,6,0
27,89187,38,2,3,0,56,29,0
63,43519,6,3,2,0,43,33,0
22,70107,5,3,4,1,35,59,0
50,44281,10,4,1,0,53,22,0
22,170865,23,3,4,1,58,25,0
33,185759,39,4,4,1,49,13,0
54,39316,24,4,2,1,74,24,1
54,93915,36,3,4,0,47,10,0
46,66554,2,3,3,0,64,40,1
35,20207,3,1,4,1,60,47,1
46,20073,3,2,3,0,48,27,0
23,44427,0,4,3,0,71,6,0
35,191401,29,4,3,1,48,54,0
49,149513,14,3,2,0,46,2,0
59,96347,30,3,4,0,74,46,0
64,94777,36,3,4,0,33,51,0
48,90505,4,3,2,0,73,25,0
28,60472,20,2,1,0,57,17,0
43,156961,34,4,3,0,42,15,0
45,177529,3,3,2,1,61,53,1
44,191859,6,4,2,0,49,29,0
36,159778,28,3,4,0,60,11,0
62,189759,35,3,4,0,46,52,0
44,31520,34,4,2,0,54,35,0
37,151351,31,3,2,1,41,36,1
20,84305,10,3,4,0,68,27,0
33,113098,32,2,3,0,39,15,0
56,176203,16,3,4,0,61,35,0
61,191301,11,2,3,0,62,38,1
46,113491,0,3,3,0,67,19,0
32,151362,22,4,4,1,67,42,1
47,188720,6,1,4,1,52,2,0
57,162137,13,2,3,0,33,15,0
18,150351,39,4,1,0,41,13,0
46,166474,6,4,3,1,78,17,0
47,109903,13,2,4,0,33,37,0
57,44107,33,2,2,1,60,47,1
63,103542,1,4,4,1,46,52,1
49,164101,19,4,4,1,61,3,0
27,39935,16,3,1,0,30,50,0
44,128507,9,3,3,1,48,32,0
25,80033,4,4,2,1,33,19,0
53,25257,32,2,1,0,79,3,1
59,175730,36,3,2,0,36,30,0
52,122299,35,4,3,0,60,1,0
53,124110,10,2,2,0,51,58,1
53,114358,20,2,3,1,42,58,1
42,197071,3,2,3,0,57,18,0
37,121996,24,2,1,1,79,55,1
62,152829,34,3,3,0,47,28,0
34,172411,34,3,3,0,32,49,0
40,42846,34,3,1,1,51,36,1
42,140652,38,3,3,0,53,4,0
48,47915,32,3,3,0,70,32,0
23,64617,12,4,2,0,43,16,0
52,196242,3,2,2,0,36,41,1
21,96880,39,3,4,0,77,49,0
57,184565,37,3,3,0,38,20,0
37,148526,29,3,4,1,41,50,0
58,183151,26,3,3,1,59,7,0
18,53875,34,4,2,1,68,43,1
62,49558,27,3,1,1,32,38,1
43,162089,7,4,3,1,33,42,0
51,115017,25,4,3,0,60,16,0
27,144720,33,2,4,0,75,35,1
40,40732,28,4,4,1,60,6,0
41,133141,1,4,2,0,77,55,1
30,77238,5,1,3,1,36,53,1
46,79839,15,4,2,1,63,54,1
63,115504,6,2,2,0,50,16,0
44,43457,10,3,2,1,69,40,1
48,114056,15,3,3,1,72,59,1
60,151896,5,3,4,0,51,3,0
27,182645,36,4,4,1,69,35,1
48,122906,8,4,3,1,43,49,0
56,165539,2,4,3,0,42,29,0
27,174948,28,4,4,0,72,51,0
41,36734,7,3,2,0,59,35,0
50,172658,39,4,2,0,73,28,0
31,50659,16,3,2,0,32,13,0
52,195317,37,2,2,1,68,40,1
62,176482,5,4,3,0,32,56,0
51,27894,10,3,2,1,76,4,1
34,130317,9,3,4,0,78,32,0
38,130167,1,3,3,0,39,20,0
49,123295,28,1,3,1,47,52,1
20,22509,5,3,2,1,57,47,1
32,88208,8,3,2,0,38,4,0
25,89694,1,4,4,1,72,55,1
49,130592,3,3,3,0,57,8,0
55,140925,39,4,2,0,63,30,0
43,141714,29,4,3,1,73,18,0
47,51171,3,2,2,0,55,34,1
26,44525,0,3,3,0,60,7,0
49,46513,10,2,3,0,53,53,0
28,141867,6,4,3,0,79,13,0
39,156869,17,4,3,0,51,20,0
51,150467,7,4,4,0,56,48,0
58,134447,29,3,3,0,66,27,0
35,124384,14,2,3,0,68,50,1
36,158818,9,4,2,0,77,9,0
35,109254,1,2,2,1,77,40,1
54,128797,14,3,4,0,68,38,0
35,44316,21,1,3,0,71,18,0
29,77077,33,3,3,0,56,54,0
21,185434,2,3,2,0,42,42,1
64,167406,3,3,3,1,30,5,0
60,48880,24,4,3,1,50,46,0
44,195329,4,1,3,1,78,27,1
22,160745,11,1,3,0,35,10,0
23,199685,23,3,2,0,67,17,0
30,183793,18,4,3,0,40,54,0
40,55950,31,2,1,0,33,15,0
59,40829,11,3,3,0,78,59,0
42,115564,36,2,4,0,71,16,0
63,80495,26,3,4,1,32,4,0
21,93107,17,2,3,0,73,55,1
49,179435,24,2,3,0,70,58,1
61,67068,22,3,1,1,64,50,1
32,193805,2,4,4,1,48,45,1
43,103271,1,3,4,0,43,21,0
59,25613,10,3,3,0,63,15,0
28,177678,36,3,3,0,74,39,0
26,167667,29,2,3,0,62,55,1
28,152346,12,3,3,0,30,50,0
19,57030,39,4,1,0,70,29,0
62,113726,5,4,4,1,59,34,0
44,75119,11,3,3,0,78,43,0
43,105654,38,4,2,0,76,26,0
25,144065,7,3,3,1,55,59,0
38,93311,8,4,3,1,77,8,0
38,117552,3,3,2,0,40,2,0
25,143754,36,4,3,0,41,54,0
18,52279,35,4,3,1,30,48,0
55,74690,31,3,3,0,38,24,0
30,139190,11,2,4,0,59,18,0
26,195495,17,3,2,0,42,48,0
45,186325,30,2,1,0,59,18,0
23,174710,39,3,3,0,44,9,0
64,130996,38,4,3,0,58,14,0
40,89906,28,4,3,1,53,19,0
53,39782,39,1,2,0,72,13,1
34,173711,28,3,1,0,43,53,0
26,188727,26,2,4,0,73,59,1
29,42829,10,1,3,0,65,14,0
39,151404,32,2,2,1,31,52,1
29,61986,38,4,4,0,30,16,0
23,72385,17,3,4,0,58,37,0
61,38616,19,2,2,0,70,1,1
26,73109,27,4,4,1,59,27,0
54,112729,21,3,3,0,77,1,0
20,25282,31,2,2,0,74,19,1
51,41524,20,2,2,0,32,29,0
25,27744,36,2,4,1,44,13,0
27,156769,26,3,2,1,36,19,0
64,88905,37,4,2,0,63,43,1
58,173898,25,4,3,0,51,21,0
59,162617,22,4,3,0,69,23,0
60,128482,33,1,2,0,44,26,0
26,26553,11,3,3,0,43,29,0
31,146343,10,4,3,1,39,49,0
54,69316,35,4,4,0,43,8,0
44,30183,31,2,2,1,48,14,1
58,141937,38,3,3,0,67,28,0
49,161003,36,1,4,0,58,47,0
21,179907,15,2,1,1,51,25,1
19,171671,30,4,3,0,66,40,0
50,124706,5,3,3,1,45,18,0
38,135815,12,4,3,0,75,37,0
18,160833,35,1,2,1,64,4,1
61,159133,10,4,1,1,38,33,1
28,20368,10,3,4,1,69,3,0
18,146277,19,1,3,0,55,52,0
63,75015,28,1,1,0,70,46,1
28,25304,18,3,3,0,41,25,0
24,75689,29,3,2,1,72,21,1
19,199616,5,1,2,0,30,5,0
32,48806,16,4,4,0,67,49,0
25,71244,17,3,3,0,67,10,0
64,84412,35,3,2,0,64,12,0
43,20594,17,3,4,0,35,8,0
57,37829,11,3,2,0,39,42,0
59,171078,2,2,2,0,38,42,1
52,184605,17,1,1,1,64,10,1
63,42424,15,3,4,0,53,42,0
58,178864,38,3,3,0,75,43,0
58,144220,27,1,2,1,38,12,1
38,190276,8,3,3,1,45,7,0
55,41015,19,4,2,1,53,26,0
25,45209,17,4,4,1,78,11,0
60,140880,24,3,1,0,39,46,0
49,142841,20,2,3,0,73,24,0
25,41140,25,2,4,1,61,32,1
61,125144,22,3,2,0,60,24,0
27,79816,9,1,1,0,64,20,1
40,123154,12,3,3,1,41,13,0
21,103813,36,3,3,1,49,26,0
55,67764,11,4,2,0,52,56,0
47,112227,35,3,2,1,63,15,1
58,102428,2,2,3,0,60,38,1
40,91889,13,3,4,0,36,14,0
22,22751,34,4,3,1,52,33,0
38,66379,33,2,3,0,71,28,0
23,30363,39,4,4,0,47,17,0
34,39227,28,1,2,1,64,31,1
42,94019,29,4,2,1,76,28,1
41,180164,6,1,3,0,39,17,0
39,128414,1,3,1,1,34,47,1
30,135499,17,2,4,0,75,28,0
34,136785,25,4,1,0,75,46,1
31,128505,16,4,4,0,56,5,0
51,69008,11,4,4,0,63,16,0
43,179990,31,3,4,0,68,58,0
36,86185,28,2,1,0,70,20,1
43,118864,9,2,3,0,34,27,0
20,198247,35,3,2,1,56,44,1
19,61729,1,3,2,1,66,16,1
45,52034,36,3,3,1,59,19,0
19,86039,13,3,1,0,46,15,0
39,45203,9,2,2,0,73,52,1
24,34996,39,3,3,0,57,28,0
21,129880,0,3,4,0,56,5,0
55,52602,20,3,3,0,65,34,0
56,47935,4,1,2,0,73,21,1
37,50425,8,1,3,0,47,50,0
23,141339,8,1,1,0,58,14,0
26,82534,17,1,4,1,46,10,0
48,65216,4,3,4,0,72,6,0
43,99632,15,1,1,1,60,53,1
53,54942,33,3,2,0,52,2,0
43,23527,3,3,1,1,55,9,0
45,33993,20,1,4,1,62,25,1
22,50224,36,1,1,0,37,34,1
27,25423,39,4,1,0,73,31,1
35,47113,13,4,3,1,36,14,0
32,63246,26,2,2,1,63,3,1
50,46833,11,2,4,0,48,56,0
22,165379,26,3,4,0,78,33,0
54,35928,33,3,2,1,49,6,0
57,141190,3,3,3,0,78,41,0
39,66268,1,1,4,0,42,46,1
39,80924,31,3,1,0,38,2,0
39,109643,1,3,3,0,40,6,0
32,101814,21,3,3,0,38,58,0
34,177643,18,3,4,0,74,1,0
62,94361,25,4,2,1,64,25,1
45,44372,19,4,2,0,53,25,0
39,69652,35,3,2,1,50,34,1
38,198487,17,4,2,1,53,27,0
59,21563,13,3,4,0,30,36,0
34,40459,19,1,3,0,35,45,0
22,109606,23,3,3,1,53,57,0
35,109219,30,3,4,1,52,37,0
34,167975,35,4,3,0,69,27,0
21,62877,14,3,2,0,60,45,0
24,54096,6,1,3,1,75,32,1
42,174652,22,4,2,0,34,26,0
54,34134,28,4,3,1,73,50,1
57,192964,3,4,3,1,72,13,0
57,43902,30,2,3,0,67,58,1
60,46117,17,1,3,0,30,49,0
26,22766,30,4,4,0,58,49,0
36,71979,35,4,2,0,54,56,0
26,180813,17,4,2,0,78,2,0
40,117520,9,1,2,1,38,56,1
48,162372,6,3,3,0,58,37,0
49,46360,37,4,2,1,33,57,1
48,25605,27,3,3,0,76,59,0
34,119437,17,3,2,0,75,5,0
56,64349,30,2,3,0,42,26,0
39,136546,8,1,3,0,76,43,1
52,75371,15,4,3,0,43,24,0
47,146733,39,4,1,0,46,50,0
57,57473,24,2,2,0,51,42,1
54,140305,36,4,4,1,66,23,0
43,122878,29,3,3,0,59,30,0
23,36294,1,2,4,1,65,28,1
51,24683,4,4,2,0,72,21,0
49,146745,29,4,4,0,51,45,0
42,120715,18,3,3,1,47,15,0
30,53076,13,4,1,0,31,17,0
55,171818,26,4,2,0,37,44,0
55,91712,29,4,2,0,75,49,1
19,120136,13,3,2,0,74,39,1
22,42567,30,1,2,0,35,53,1
28,98509,35,3,2,0,77,27,0
28,190719,38,2,1,0,52,35,1
41,36094,29,2,2,0,77,13,1
31,42794,37,4,3,0,32,34,0
62,22000,10,2,3,1,33,4,0
47,159930,16,4,1,1,76,44,1
57,85287,9,4,1,0,30,50,0
64,185524,15,3,3,0,56,10,0
61,101120,10,1,1,1,66,41,1
52,189457,38,4,1,0,36,10,0
38,26782,27,4,2,0,60,1,0
22,121380,20,4,3,0,56,10,0
55,156188,27,3,4,0,36,5,0
19,61405,22,3,3,0,32,40,0
57,155455,0,2,3,0,30,39,1
54,45657,12,4,3,1,73,35,1
51,173242,7,3,3,0,49,2,0
28,164153,18,2,3,0,51,42,0
53,89287,23,2,3,0,77,10,0
28,66620,39,2,2,0,78,31,1
26,151016,36,4,4,0,72,15,0
23,117361,24,4,2,0,43,9,0
51,131366,25,2,2,0,67,19,1
64,27785,26,3,2,0,66,10,0
54,32564,31,4,2,0,59,18,0
49,42479,2,4,1,0,66,58,1
29,147938,8,2,1,0,68,42,1
62,178431,0,4,4,0,63,44,1
49,110225,17,2,2,0,76,30,1
34,165564,2,4,4,1,54,3,0
21,168468,13,3,3,0,62,30,0
59,142084,31,3,2,0,72,40,1
50,48259,3,1,3,0,71,58,1
60,83742,36,4,2,0,42,56,0
60,60302,20,3,2,0,55,25,0
26,145982,26,2,3,0,67,20,0
51,138891,4,3,2,1,61,32,1
56,73529,2,2,4,0,47,46,1
47,153740,21,3,3,1,54,33,0
37,42917,19,2,2,1,48,4,1
56,183356,1,2,1,0,55,21,1
40,112688,0,4,3,0,55,24,0
58,196122,22,2,4,0,69,41,1
61,177075,24,3,3,1,66,32,1
52,121545,25,2,3,0,53,1,0
40,86413,2,3,2,0,44,28,0
56,135886,30,4,3,0,53,3,0
40,166505,26,2,3,1,66,48,1
54,53221,12,4,3,1,73,4,0
40,136831,32,4,2,0,71,3,0
56,130081,24,3,2,1,40,40,1
45,190185,15,4,4,0,42,5,0
36,125508,37,2,4,0,30,50,0
47,163450,25,3,4,0,46,7,0
38,164018,17,2,3,0,36,8,0
41,29103,16,4,1,0,69,22,0
38,132892,24,4,4,1,44,29,0
43,111579,25,3,4,0,69,11,0
53,151512,17,1,4,0,42,44,0
43,119299,0,2,3,0,75,56,1
50,87647,6,3,3,0,63,17,0
53,56868,29,2,2,0,69,58,1
21,58983,32,3,4,0,67,23,0
26,56236,24,4,3,0,59,4,0
25,131208,24,4,3,0,31,26,0
19,59241,26,1,3,1,65,50,1
46,166979,34,1,3,0,38,40,0
40,41650,17,1,2,0,53,7,0
23,150462,29,4,3,0,31,14,0
60,163103,13,3,2,0,69,51,1
53,68867,34,2,2,0,73,21,1
63,75644,33,4,2,0,65,22,0
38,24460,19,2,4,0,33,18,0
39,51135,14,4,3,0,33,29,0
26,114832,6,4,2,0,46,33,0
51,131098,12,4,2,1,63,27,1
43,28714,35,3,3,0,35,36,0
18,176353,39,2,3,0,45,45,0
53,85785,33,4,1,0,62,34,1
61,188184,12,4,3,0,62,3,0
22,26591,3,4,2,1,41,33,1
58,46402,12,4,4,0,64,32,0
39,128626,12,2,3,0,41,35,0
21,93244,22,3,2,0,75,36,1
19,195510,28,2,2,0,57,52,1
33,26482,32,4,2,0,77,36,1
33,108158,22,3,4,1,36,56,0
39,149935,2,3,1,0,66,48,1
60,64953,31,3,4,1,52,34,0
18,182326,2,3,1,0,36,58,1
32,141784,11,3,1,0,69,6,0
41,119208,3,2,2,0,66,44,1
21,41426,32,4,2,0,30,31,0
35,104059,31,4,4,0,40,48,0
34,156215,16,4,2,0,63,58,1
24,150865,8,3,4,1,71,6,0
62,89683,4,3,2,0,34,5,0
27,198886,20,4,2,0,36,20,0
18,87883,2,3,3,0,56,18,0
19,67448,38,4,1,1,76,52,1
39,74653,2,3,3,1,37,34,1
49,171084,36,3,2,1,42,27,0
46,198611,34,4,3,0,41,14,0
52,34720,32,3,2,0,65,13,0
34,45430,2,4,4,1,49,7,0
29,164755,17,3,2,0,67,49,1
41,77063,2,2,3,1,79,52,1
47,146929,28,2,1,0,71,50,1
61,112479,36,4,2,0,56,48,0
47,192270,4,3,2,0,43,4,0
37,26535,8,2,4,0,54,25,0
59,116225,11,4,3,0,35,34,0
24,83402,15,3,1,0,75,39,1
59,26156,26,3,2,0,35,56,0
55,84896,8,2,4,0,76,41,1
24,188476,21,2,2,0,58,28,0
47,100561,16,3,2,0,65,32,1
29,193348,0,4,3,0,30,30,0
48,38688,2,3,2,1,74,12,1
35,151179,4,2,3,0,38,28,0
63,185444,21,3,3,0,54,2,0
60,71060,0,2,4,0,74,36,1
19,85199,3,4,3,1,40,10,0
50,136918,21,3,2,0,61,13,0
28,146657,23,3,4,0,57,8,0
51,44942,31,3,3,0,45,19,0
33,174619,1,2,4,0,48,3,0
52,147806,35,2,4,1,68,52,1
50,178557,4,1,3,0,73,1,0
38,72746,6,2,2,0,38,19,0
37,22921,35,4,2,1,42,48,1
25,84770,39,3,2,1,54,15,0
43,114380,7,2,2,0,70,33,1
50,21740,35,2,4,1,57,44,1
43,157212,11,1,2,0,68,45,1
54,81880,27,2,4,1,51,42,1
47,128942,1,3,2,1,36,25,1
48,80853,13,4,3,0,68,45,0
50,45460,18,1,2,1,73,40,1
28,26993,20,2,2,0,63,43,1
58,146399,29,4,3,0,61,17,0
22,74741,36,4,4,1,36,1,0
19,27005,20,4,4,1,69,21,0
30,177687,27,1,1,0,55,25,0
35,170018,32,3,3,1,34,14,0
43,70412,6,3,2,1,57,19,0
42,100387,15,2,2,1,53,2,1
61,164271,36,1,4,0,60,25,0
31,117115,24,3,2,1,75,16,1
22,141927,37,4,4,0,65,46,0
59,181973,37,3,3,1,35,24,0
19,43823,29,4,3,0,61,19,0
21,22334,16,3,1,1,51,57,1
29,124534,15,4,1,0,38,37,0
28,143265,3,3,3,1,67,38,1
21,68200,29,2,4,0,52,52,0
60,86138,19,2,3,1,57,40,1
26,85196,34,2,4,0,79,34,1
27,68437,4,4,3,1,56,41,0
44,166106,13,3,4,0,46,48,0
23,135130,39,3,4,1,36,9,0
32,181685,27,2,3,1,63,30,1
59,96360,9,2,4,1,55,5,0
48,91392,29,2,3,0,75,7,0
39,163231,31,4,2,0,57,44,0
23,39685,11,3,3,1,57,56,0
50,153373,15,3,3,1,77,17,0
46,174551,25,2,3,0,68,54,1
38,139138,34,2,1,0,76,27,1
47,34073,15,2,2,0,35,48,1
38,23566,16,4,4,0,75,42,0
53,42937,22,4,3,0,79,43,0
39,101094,21,4,3,1,45,18,0
63,71628,20,1,3,0,53,34,0
37,84075,33,4,4,1,53,17,0
39,27120,4,1,4,0,49,16,0
57,51636,37,3,4,0,48,55,0
28,138698,30,3,3,0,39,29,0
64,38773,32,2,4,1,56,56,1
48,149497,2,4,3,0,45,13,0
57,169286,18,3,1,1,66,7,1
30,124844,17,3,2,1,41,35,1
35,105993,27,3,3,0,48,38,0
39,82508,14,4,4,0,68,48,0
34,113526,32,3,3,1,51,26,0
55,41213,27,3,3,0,47,21,0
42,126358,7,3,3,1,62,3,0
49,49712,39,2,3,0,72,25,0
32,192627,29,3,3,0,58,9,0
30,77534,0,3,1,1,70,48,1
43,166928,6,2,4,0,60,10,0
28,75070,13,2,2,0,58,37,1
30,40151,20,3,2,0,65,26,0
50,103025,5,4,1,1,31,32,1
54,88391,16,3,3,0,40,14,0
55,104079,13,3,1,1,73,58,1
18,165201,6,2,4,0,41,22,0
56,66998,14,4,2,1,55,47,1
44,40530,7,2,4,0,77,42,1
53,176453,9,2,4,0,36,43,0
49,122095,28,4,1,1,60,33,1
58,62760,18,4,3,0,36,17,0
32,169363,1,1,2,1,38,34,1
48,184976,7,2,2,0,49,9,0
23,40515,29,3,3,1,37,8,0
42,20622,35,4,2,0,69,38,1
35,149706,17,2,3,0,73,22,0
39,27245,1,2,1,0,40,40,1
48,107579,4,3,3,1,54,21,0
53,100831,12,3,2,0,32,1,0
26,83532,39,1,2,0,49,2,0
63,123272,10,3,1,0,47,15,0
20,58191,7,4,3,0,71,40,0
50,86951,37,3,1,0,34,1,0
44,125101,16,2,3,0,45,30,0
60,122566,10,2,1,0,57,22,0
18,119992,25,3,3,0,42,16,0
61,24158,38,4,2,0,37,31,0
26,44122,33,3,2,0,38,22,0
22,126698,2,1,4,1,69,52,1
32,78882,24,2,2,0,64,21,1
26,134214,23,4,2,1,72,22,1
62,116533,22,4,4,0,60,59,0
45,78899,29,3,3,0,39,21,0
30,38834,39,1,3,0,48,34,0
41,131756,26,3,2,1,67,54,1
62,157562,9,4,3,0,59,30,0
27,61746,8,3,3,0,58,44,0
59,29167,1,4,4,1,35,52,1
39,39330,20,3,4,0,64,14,0
56,95927,10,2,1,0,31,36,1
39,179525,9,4,2,0,45,13,0
54,165335,24,2,3,0,61,45,1
56,178927,39,2,3,1,69,54,1
37,142404,4,4,3,1,37,8,0
27,56843,21,3,4,0,36,20,0
27,140784,4,2,2,0,39,53,1
43,143216,8,3,4,0,55,36,0
42,129435,10,3,3,0,67,28,0
45,99278,4,3,3,0,55,10,0
30,169992,5,3,4,0,31,16,0
32,118969,32,3,2,0,36,21,0
23,149129,15,4,2,1,52,16,0
29,152304,23,4,4,0,32,27,0
36,97515,13,3,3,0,54,47,0
49,44311,23,4,3,0,70,22,0
28,117627,11,2,1,0,45,24,0
55,95489,22,2,3,0,59,28,0
50,50767,38,4,3,0,55,33,0
19,108094,5,4,3,1,61,49,1
32,81110,20,4,1,0,31,20,0
53,40954,8,3,4,0,70,57,0
22,27424,35,4,3,0,37,41,0
32,91898,39,2,2,1,40,49,1
60,166911,4,3,3,1,32,24,0
27,90074,30,4,3,1,75,57,1
34,197802,34,2,2,0,68,7,1
51,26644,2,2,2,1,46,1,1
41,43778,18,4,3,0,58,19,0
27,51488,18,3,2,0,60,43,0
47,155422,0,4,3,0,37,9,0
20,151141,21,4,4,0,31,6,0
54,182246,18,2,1,0,63,54,1
20,176225,25,3,4,0,59,7,0
57,27169,14,2,4,0,60,6,0
22,149348,18,3,3,1,62,20,0
45,164140,24,3,3,0,31,1,0
61,164210,38,4,3,0,74,45,0
31,140622,30,4,3,0,79,20,0
56,152578,29,3,4,0,55,1,0
28,163352,32,4,2,0,51,13,0
25,50865,15,2,4,0,38,36,0
54,119952,39,3,2,0,40,7,0
25,165183,11,3,1,0,67,32,1
29,55935,27,3,3,0,49,4,0
32,104468,29,4,4,0,71,5,0
36,25523,5,4,4,0,77,55,0
63,102139,13,4,2,0,40,19,0
45,73349,4,4,4,1,68,53,1
24,132293,35,2,4,0,58,3,0
57,157989,22,4,3,0,40,25,0
24,87585,31,2,2,0,71,8,1
47,187625,30,1,3,0,64,25,0
35,138600,13,3,3,0,68,36,0
41,61730,31,3,3,0,43,42,0
23,82273,26,3,3,1,70,48,1
21,135427,0,2,2,0,68,9,1
20,40679,8,2,2,0,68,36,1
64,116200,15,4,4,1,51,46,0
23,40505,34,3,2,0,71,11,0
43,194049,9,1,2,0,66,51,1
61,117218,15,3,4,0,35,34,0
55,33642,29,3,3,1,47,31,0
28,141688,32,4,3,1,70,55,1
46,135197,14,3,1,0,70,46,1
37,103915,38,2,4,1,49,51,1
27,184854,7,3,3,0,53,29,0
43,105021,3,1,2,0,44,20,0
44,102842,1,4,4,0,42,8,0
31,128287,6,4,2,1,44,12,0
53,123731,37,2,4,0,32,5,0
29,159284,33,1,4,1,65,59,1
40,37448,24,1,3,1,62,46,1
38,107931,6,3,1,0,60,9,0
25,132113,24,2,3,0,46,40,0
56,38283,1,3,3,1,71,16,1
26,118294,25,1,4,1,48,36,1
41,70118,35,3,1,0,70,23,0
48,140471,37,4,3,0,50,9,0
42,45089,2,3,4,0,41,36,0
34,187414,28,1,3,0,37,50,0
59,20040,10,1,2,0,37,18,0
46,190821,20,3,2,0,44,43,0
20,84172,3,2,2,0,62,4,1
38,61992,4,3,4,0,67,15,0
25,185659,5,4,3,1,43,56,0
31,100894,21,3,3,0,64,46,0
56,69279,38,3,1,0,69,6,0
33,104498,5,4,3,0,58,14,0
35,116195,13,4,4,0,32,20,0
48,51363,21,3,2,0,77,31,1
28,32812,15,1,2,1,34,52,1
55,101912,31,3,4,0,44,4,0
37,49428,35,4,3,0,65,14,0
63,44321,6,4,3,0,60,24,0
62,29085,22,1,2,0,36,38,1
21,88342,13,4,2,0,42,6,0
37,174532,5,4,1,1,68,13,1
48,189527,24,2,2,0,32,1,0
37,80157,2,3,3,1,74,44,1
28,115795,12,4,2,0,72,4,0
18,70939,2,4,2,0,44,35,1
61,30440,30,3,1,1,44,51,1
35,194440,2,3,4,0,38,36,0
56,153251,16,2,3,0,35,48,0
61,121427,38,3,2,0,79,58,1
50,25665,1,4,2,1,38,33,1
53,126517,4,2,3,0,41,2,0
35,23390,8,3,4,0,79,25,0
64,28359,28,3,2,0,58,20,0
48,94600,34,1,1,0,76,44,1
52,152853,39,1,3,0,47,19,0
56,148566,35,4,2,1,57,56,1
55,45972,34,4,3,1,51,10,0
32,110743,29,4,3,0,48,11,0
64,169057,14,4,4,0,32,3,0
23,120167,28,2,2,0,45,14,0
25,76485,24,4,2,0,32,4,0
57,119025,10,4,2,0,39,38,0
39,150972,36,2,3,1,74,21,1
18,92778,3,3,4,0,55,9,0
30,97064,11,3,3,0,65,16,0
41,191693,31,2,4,1,53,30,0
38,69394,4,4,3,1,34,6,0
62,92441,36,4,4,1,48,35,0
60,90174,36,2,3,0,37,8,0
21,122676,24,3,2,1,62,37,1
24,73797,3,4,3,0,40,32,0
29,77746,23,2,2,1,35,49,1
30,182441,35,4,3,0,33,48,0
61,70605,1,3,2,0,67,11,1
33,176644,34,1,3,0,31,15,0
23,188011,35,3,4,0,33,43,0
31,173938,7,2,3,0,72,6,0
48,76060,8,3,4,0,69,22,0
53,173025,27,1,1,1,35,25,1
54,67141,39,2,4,1,48,5,0
58,130909,9,1,2,0,61,46,1
52,23501,4,2,3,0,31,16,0
27,86722,36,2,3,0,40,3,0
34,119685,30,2,2,0,78,30,1
59,67018,28,2,3,0,42,50,0
47,84127,2,2,1,0,62,33,1
61,79198,25,2,4,1,71,17,1
24,169360,30,2,3,0,33,19,0
35,32225,1,2,3,0,41,36,1
36,152824,14,3,3,0,54,1,0
32,177385,12,2,4,0,50,33,0
56,146889,27,2,2,1,43,16,1
61,107191,13,3,2,0,35,50,0
39,118841,11,3,3,1,48,30,0
56,76734,14,3,3,0,57,56,0
59,38774,20,3,3,0,69,48,0
47,177437,28,3,3,0,56,59,0
37,134049,34,3,4,1,42,55,0
49,94918,19,4,2,0,49,5,0
59,122240,17,3,2,1,76,24,1
